x_acceleration,y_acceleration,z_acceleration
-0.9604492,-0.2734375,0.8527832
-1.032959,-0.3151855,0.770752
-1.016846,-0.2717285,0.6420898
-1.018066,-0.1464844,0.6721191
-1.063965,-0.08959961,0.6921387
-1.069824,-0.08496094,0.6352539
-1.027832,-0.08569336,0.4929199
-0.9577637,-0.05932617,0.3850098
-0.9111328,-0.02832031,0.3435059
-0.9287109,-0.07226563,0.4401855
-0.9291992,-0.006103516,0.40625
-0.9194336,0.02026367,0.3752441
-0.8603516,0.08203125,0.2163086
-0.8979492,-0.02246094,0.2871094
