x_acceleration,y_acceleration,z_acceleration
-1.06543,-0.4719238,0.6831055
-1.179688,-0.296875,0.8195801
-1.220947,-0.2416992,0.7421875
-1.179688,-0.2641602,0.6120605
-1.13501,-0.3557129,0.4482422
-1.078613,-0.3996582,0.3486328
-1.035889,-0.3032227,0.3674316
-0.9746094,-0.1486816,0.4055176
-0.9658203,-0.07324219,0.4475098
-0.9770508,-0.1037598,0.4418945
-0.972168,-0.02807617,0.340332
-0.9716797,-0.0222168,0.3085938
-0.9855957,-0.04858398,0.2871094
-0.963623,-0.03369141,0.2512207
-0.9621582,-0.04199219,0.2854004
-0.9316406,-0.01220703,0.2653809
-0.8693848,0.01879883,0.2512207
-0.8659668,0.03100586,0.3173828
-0.8884277,-0.02441406,0.4106445
-0.9064941,-0.04614258,0.4128418
-0.8662109,-0.004638672,0.2841797
