x_acceleration,y_acceleration,z_acceleration
-0.9987793,-0.02832031,0.331543
-1.00415,-0.03442383,0.3491211
-0.9804688,-0.01757813,0.3959961
-0.9616699,-0.005371094,0.3532715
-0.958252,-0.03955078,0.3430176
-0.9501953,-0.05322266,0.3540039
-0.9311523,-0.03271484,0.4396973
-0.9196777,-0.05664063,0.5893555
-0.9428711,-0.197998,0.7333984
-0.9760742,-0.423584,0.7121582
-1.049805,-0.5080566,0.7961426
-1.151611,-0.5595703,0.9279785
-1.097656,-0.6848145,0.9118652
-0.9736328,-0.6796875,0.8408203
-0.7651367,-0.6210938,0.7451172
-0.5869141,-0.4951172,0.6108398
-0.4377441,-0.2768555,0.4846191
-0.4125977,0.04663086,0.2805176
-0.6147461,0.4311523,-0.1660156
-0.8955078,0.4787598,-0.4611816
-1.299316,0.4750977,-0.4401855
-1.566895,0.671875,-0.4577637
-1.636475,1.112061,-0.3937988
-1.67041,1.053467,-0.1286621
-1.518066,0.7307129,-0.2299805
-1.134766,0.451416,-0.447998
-0.9575195,0.3994141,-0.2612305
-0.9799805,0.4262695,-0.06640625
-0.9858398,0.3500977,-0.03076172
-0.9006348,0.1628418,0.01171875
-0.8630371,0.1032715,-0.06152344
-0.892334,0.02734375,0.06811523
-0.7700195,0.03833008,0.1569824
-0.6633301,-0.05688477,0.3825684
-0.7092285,-0.1594238,0.4858398
-0.7006836,-0.3200684,0.5129395
-0.715332,-0.4125977,0.5249023
-0.6958008,-0.4907227,0.4575195
-0.713623,-0.3647461,0.5158691
-0.7387695,-0.3405762,0.6359863
-0.8193359,-0.3366699,0.5981445
-0.873291,-0.3476563,0.5285645
-0.9287109,-0.3400879,0.4631348
-0.9516602,-0.2590332,0.4594727
-0.9875488,-0.1911621,0.5053711
-1.03833,-0.2209473,0.5473633
-1.056152,-0.1884766,0.4504395
-1.038086,-0.1794434,0.3442383
-1.02002,-0.1713867,0.3237305
-1.019287,-0.08789063,0.3996582
-1.018799,-0.1186523,0.4672852
-0.996582,-0.05297852,0.3395996
-0.9550781,-0.006347656,0.251709
