x_acceleration,y_acceleration,z_acceleration
-0.7583008,-0.5861816,0.04785156
-0.7531738,-0.6147461,0.06445313
-0.7458496,-0.5942383,0.07348633
-0.7358398,-0.6035156,0.125
-0.7600098,-0.6672363,0.1560059
-0.8203125,-0.8305664,0.2492676
-0.8361816,-1.038574,0.2514648
-0.6945801,-1.259033,0.222168
-0.5473633,-1.481201,0.2453613
-0.4626465,-1.538574,0.2956543
-0.4377441,-1.533691,0.4179688
-0.4458008,-1.478271,0.4318848
-0.3520508,-1.23291,0.2314453
-0.2937012,-0.9973145,0.2495117
-0.3081055,-0.6879883,0.1867676
-0.3498535,-0.5793457,0.006591797
-0.3220215,-0.5178223,-0.416748
-0.3312988,-0.2573242,-0.6169434
-0.394043,0.3093262,-0.6313477
-0.5507813,0.4812012,-0.6835938
-0.5895996,0.4851074,-1.095215
-0.6845703,0.4221191,-1.239258
-0.8071289,0.5239258,-0.9655762
-0.9694824,0.484375,-0.717041
-1.129395,0.3076172,-0.6113281
-1.239502,0.07983398,-0.5974121
-1.222168,-0.04980469,-0.6218262
-1.055176,0.006835938,-0.6513672
-0.9067383,0.1547852,-0.7431641
-0.8144531,0.1984863,-0.7473145
-0.7758789,0.3278809,-0.833252
-0.7587891,0.3337402,-0.8132324
-0.7541504,0.3071289,-0.7463379
-0.7402344,0.2399902,-0.6462402
-0.7216797,0.01489258,-0.4406738
-0.7211914,-0.2150879,-0.3186035
-0.6491699,-0.4509277,-0.3498535
-0.5466309,-0.5947266,-0.3305664
-0.5375977,-0.595459,-0.02856445
-0.5498047,-0.7097168,0.1330566
-0.4863281,-0.9597168,-0.05688477
-0.4150391,-1.070557,-0.08300781
-0.4052734,-1.059814,0.06542969
-0.4641113,-1.062744,0.1740723
-0.4648438,-1.189697,0.1574707
-0.4570313,-1.151367,0.07617188
-0.442627,-1.078369,0.05932617
-0.5227051,-0.9724121,0.112793
-0.6313477,-0.9501953,0.161377
-0.7175293,-0.8779297,0.08740234
-0.723877,-0.7456055,0.02636719
-0.7043457,-0.6442871,0.03100586
