x_acceleration,y_acceleration,z_acceleration
-0.9899902,-0.2258301,0.5397949
-1.007324,-0.06591797,0.621582
-0.9462891,0.01635742,0.5725098
-0.9128418,-0.00390625,0.4748535
-0.8928223,-0.1040039,0.4301758
-0.8972168,-0.1520996,0.375
-0.9084473,-0.1286621,0.3579102
-0.9211426,-0.015625,0.3720703
-0.9118652,0.01733398,0.3662109
-0.9174805,-0.04492188,0.3415527
-0.9436035,-0.1479492,0.3291016
-0.9597168,-0.1455078,0.3288574
-0.9689941,-0.02270508,0.3708496
-0.9257813,0.1225586,0.3806152
-0.9611816,0.08203125,0.4350586
