x_acceleration,y_acceleration,z_acceleration
-0.8027344,1.292236,0.3718262
-0.7919922,1.138916,0.2080078
-0.8408203,0.7939453,0.1503906
-0.8823242,0.644043,0.1706543
-0.8508301,0.6975098,0.1091309
-0.8171387,0.480957,0.3239746
-0.8430176,0.1308594,0.4130859
-0.8696289,-0.01855469,0.2321777
-0.9331055,-0.1999512,0.3703613
-0.8779297,-0.1696777,0.4787598
-0.8208008,-0.2167969,0.6125488
-0.8144531,-0.4626465,0.4489746
-0.7670898,-0.6054688,0.4572754
-0.800293,-0.5561523,0.6364746
-0.8591309,-0.4553223,0.6472168
-0.8962402,-0.5351563,0.5119629
-0.9052734,-0.5021973,0.4477539
-0.8735352,-0.4240723,0.5219727
-1.000977,-0.3415527,0.6345215
