x_acceleration,y_acceleration,z_acceleration
-0.1616211,-0.8244629,0.009765625
-0.1306152,-0.8833008,0.1621094
-0.1611328,-0.9836426,0.2045898
-0.1853027,-1.079834,0.1740723
-0.222168,-1.142578,0.1330566
-0.3276367,-1.14624,0.0690918
-0.3566895,-1.159668,0.0703125
-0.4655762,-1.095947,0.2175293
-0.5397949,-0.9208984,0.1855469
-0.5834961,-0.9436035,0.1467285
-0.6486816,-0.8647461,0.1318359
-0.6772461,-0.8688965,0.1220703
-0.7023926,-0.8273926,0.09887695
-0.744873,-0.8151855,0.08300781
-0.734375,-0.7253418,0.04736328
-0.7312012,-0.6960449,0.04199219
-0.7497559,-0.6865234,0.04833984
-0.751709,-0.6630859,-0.0612793
-0.6860352,-0.6274414,-0.1567383
-0.720459,-0.685791,-0.05175781
