x_acceleration,y_acceleration,z_acceleration
-0.5388184,0.2626953,-1.050781
-0.4677734,0.3649902,-0.7714844
-0.4821777,0.8000488,-0.5874023
-0.5375977,0.9248047,-0.3527832
-0.7502441,0.7475586,-0.1467285
-0.8720703,0.532959,-0.4296875
-0.8955078,0.4265137,-0.5778809
-0.9951172,0.2312012,-0.4560547
-1.102051,0.08032227,-0.2709961
-1.213135,0.1630859,0.007568359
-1.137939,0.2541504,-0.04638672
-0.9753418,0.05883789,-0.07519531
-0.9069824,-0.253418,0.02954102
-0.8352051,-0.4462891,0.1096191
-0.8127441,-0.5688477,0.3112793
-0.7521973,-0.5441895,0.4082031
-0.7668457,-0.5371094,0.4804688
-0.7568359,-0.5656738,0.496582
-0.7817383,-0.4880371,0.4824219
-0.7624512,-0.5493164,0.4804688
-0.7119141,-0.4956055,0.3955078
-0.7329102,-0.5134277,0.4541016
-0.810791,-0.4516602,0.4829102
-0.8581543,-0.3933105,0.4836426
-0.8774414,-0.3569336,0.4001465
-0.9077148,-0.3867188,0.3193359
-0.9492188,-0.3925781,0.3515625
-0.973877,-0.300293,0.4213867
-1.001709,-0.1945801,0.5007324
-1.004395,-0.07226563,0.3305664
-0.8864746,-0.1359863,0.3205566
