x_acceleration,y_acceleration,z_acceleration
-0.8779297,0.6745605,-0.4072266
-0.7680664,0.4384766,-0.06396484
-0.7661133,0.08081055,0.1218262
-0.7084961,-0.02075195,0.09179688
-0.6821289,-0.3076172,0.1228027
-0.6906738,-0.4360352,0.2426758
-0.7106934,-0.5800781,0.4362793
-0.7687988,-0.5395508,0.5246582
-0.8444824,-0.5812988,0.6115723
-0.8969727,-0.5124512,0.6696777
-0.9182129,-0.503418,0.6206055
-0.9470215,-0.4304199,0.65625
-0.9880371,-0.2839355,0.7089844
-1.048828,-0.2319336,0.8320313
-1.050537,-0.1806641,0.7890625
-1.071289,-0.208252,0.7026367
-1.061768,-0.1975098,0.614502
-1.018066,-0.1484375,0.4335938
-0.9624023,-0.1142578,0.4316406
-0.9685059,-0.04833984,0.5136719
-0.9528809,0.06079102,0.4638672
-0.9296875,0.07495117,0.4050293
-0.9143066,0.01977539,0.3381348
-0.809082,0.04345703,0.2089844
