x_acceleration,y_acceleration,z_acceleration
-0.7600098,0.6518555,-0.9885254
-0.8098145,0.6298828,-0.5053711
-0.8044434,0.5563965,-0.01318359
-0.8068848,0.2905273,0.04321289
-0.7094727,-0.342041,0.01416016
-0.5827637,-0.5270996,0.4240723
-0.5527344,-0.6052246,0.7277832
-0.7036133,-0.8188477,0.7888184
-0.8527832,-0.927002,0.737793
-0.8735352,-0.8974609,0.6652832
-0.9296875,-0.699707,0.7663574
-0.9821777,-0.5837402,0.7475586
-1.022217,-0.473877,0.6674805
-1.018555,-0.3535156,0.6477051
-1.100342,-0.1955566,0.6777344
-1.083984,-0.1806641,0.6291504
-1.060303,-0.1696777,0.5102539
-1.003174,-0.145752,0.3803711
-0.9785156,-0.1320801,0.4780273
-0.9523926,-0.01269531,0.5493164
-0.8276367,0.09008789,0.4824219
-0.8974609,-0.01171875,0.3820801
