x_acceleration,y_acceleration,z_acceleration
-0.9279785,-0.6569824,0.5373535
-0.9487305,-0.4931641,0.642334
-0.9580078,-0.4248047,0.5983887
-1.005371,-0.3408203,0.7211914
-0.9863281,-0.3012695,0.6298828
-0.9567871,-0.3149414,0.4973145
-0.9536133,-0.2250977,0.4926758
-0.9694824,-0.1181641,0.5668945
-0.9916992,-0.1166992,0.4814453
-0.9848633,-0.1286621,0.3637695
-0.9606934,-0.06738281,0.2634277
-0.9663086,-0.05126953,0.2614746
-1.024902,0.04052734,0.3383789
-1.08252,0.06030273,0.4543457
-1.016846,0.1694336,0.2001953
-1.000244,0.04760742,0.1569824
