x_acceleration,y_acceleration,z_acceleration
-0.7868652,0.7856445,-0.3071289
-1.047607,0.3820801,-0.1835938
-1.192139,-0.0456543,-0.09863281
-1.215332,-0.3132324,-0.2849121
-1.121826,-0.6950684,-0.02832031
-1.04248,-0.9963379,0.3432617
-0.9301758,-1.102539,0.4938965
-0.8371582,-0.8811035,0.6296387
-0.7392578,-0.9628906,0.7148438
-0.6806641,-1.023926,0.661377
-0.7182617,-1.003418,0.4277344
-0.7634277,-0.7697754,0.2641602
-0.8129883,-0.5297852,0.4035645
-0.862793,-0.2783203,0.4338379
-0.9099121,-0.2402344,0.3830566
-0.8981934,-0.1193848,0.2490234
-0.885498,-0.08032227,0.08984375
-0.8491211,-0.05004883,0.003417969
-0.8845215,-0.07666016,-0.006591797
-0.9580078,-0.2370605,0.1772461
-0.9868164,-0.09619141,0.1147461
-0.9794922,0.06982422,-0.06420898
-0.7497559,0.114502,-0.265625
