x_acceleration,y_acceleration,z_acceleration
-0.1674805,-1.01709,-0.338623
-0.1948242,-0.9584961,-0.4020996
-0.2062988,-0.9067383,-0.5187988
-0.2946777,-0.932373,-0.5166016
-0.3640137,-0.8586426,-0.4990234
-0.4165039,-0.8813477,-0.5566406
-0.3991699,-0.8518066,-0.7685547
-0.3896484,-0.8081055,-0.7756348
-0.4484863,-0.7458496,-0.5187988
-0.5019531,-0.6865234,-0.5651855
-0.4550781,-0.6643066,-0.6442871
-0.3764648,-0.6149902,-0.706543
-0.3251953,-0.5793457,-0.607666
-0.3312988,-0.5407715,-0.4125977
-0.3151855,-0.5258789,-0.4865723
-0.3544922,-0.4477539,-0.5527344
