x_acceleration,y_acceleration,z_acceleration
-0.6027832,-0.9733887,0.05249023
-0.6064453,-0.9189453,0.01196289
-0.5996094,-0.8776855,-0.04101563
-0.6237793,-0.8222656,0.05615234
-0.6491699,-0.6674805,0.08056641
-0.6811523,-0.7016602,0.03051758
-0.6794434,-0.7634277,-0.09521484
-0.6591797,-0.7392578,-0.1738281
-0.6601563,-0.689209,-0.1137695
-0.6936035,-0.626709,-0.01611328
-0.7097168,-0.6347656,-0.02539063
-0.7175293,-0.6540527,-0.08398438
-0.7175293,-0.6357422,-0.1218262
-0.723877,-0.6135254,-0.07250977
-0.7167969,-0.6154785,-0.08081055
-0.7102051,-0.6169434,-0.002685547
