x_acceleration,y_acceleration,z_acceleration
-0.9848633,-0.4072266,0.6599121
-1.039551,-0.1269531,0.8947754
-0.989502,-0.1625977,0.8430176
-0.8676758,-0.5031738,0.652832
-0.7263184,-0.4926758,0.4370117
-0.7072754,-0.371582,0.7214355
-0.8039551,-0.1616211,0.9628906
-0.8583984,-0.1987305,0.9326172
-0.8562012,-0.3430176,0.7189941
-0.828125,-0.3835449,0.6196289
-0.8876953,-0.3144531,0.7133789
-0.9431152,-0.2331543,0.7878418
-0.9387207,-0.1848145,0.7321777
-0.9199219,-0.204834,0.6679688
-0.9169922,-0.2358398,0.6381836
-0.9443359,-0.2172852,0.5893555
-0.9333496,-0.206543,0.5307617
-0.9069824,-0.1650391,0.5092773
-0.8671875,-0.05371094,0.4812012
