x_acceleration,y_acceleration,z_acceleration
-1.123047,0.7712402,-0.1845703
-1.037842,0.5690918,-0.5302734
-1.045166,0.5913086,-0.5256348
-1.039307,0.534668,-0.3808594
-1.022705,0.451416,-0.3640137
-0.9501953,0.2839355,-0.2431641
-0.9020996,0.2553711,-0.08081055
-0.8427734,0.0612793,0.1655273
-0.7561035,-0.03833008,0.2097168
-0.7856445,-0.08276367,0.4020996
-0.8254395,-0.1079102,0.5529785
-0.8237305,-0.04248047,0.6645508
-0.845459,-0.1630859,0.7749023
-0.9611816,-0.2854004,0.7297363
-1.047363,-0.3964844,0.5891113
-1.083252,-0.3398438,0.5700684
