x_acceleration,y_acceleration,z_acceleration
-0.2626953,-0.5720215,0.2373047
-0.2480469,-0.7648926,0.2980957
-0.2526855,-0.878418,0.2126465
-0.2575684,-0.9985352,0.2275391
-0.401123,-1.071777,0.2380371
-0.5310059,-1.091797,0.109375
-0.6835938,-1.078125,0.05712891
-0.7456055,-0.9472656,0.06884766
-0.7790527,-0.770752,0.0456543
-0.8256836,-0.7429199,0.09472656
-0.8757324,-0.7358398,0.3063965
-0.9174805,-0.7011719,0.3171387
-0.8671875,-0.546875,0.119873
-0.8286133,-0.5512695,0.1723633
-0.8618164,-0.6276855,0.314209
-0.8642578,-0.6064453,0.2800293
-0.8835449,-0.5288086,0.2351074
