x_acceleration,y_acceleration,z_acceleration
-0.7683105,-0.4074707,0.1645508
-0.7429199,-0.3972168,0.09643555
-0.7041016,-0.3969727,0.02734375
-0.7556152,-0.4365234,0.05322266
-0.8149414,-0.4289551,0.03833008
-0.8254395,-0.4890137,0.04125977
-0.8234863,-0.6286621,-0.04467773
-0.8474121,-0.7182617,-0.03100586
-0.9160156,-0.7768555,0.1547852
-0.9775391,-0.9013672,0.2519531
-0.9870605,-1.183594,0.293457
-0.942627,-1.509766,0.2783203
-0.9052734,-1.661621,0.340332
-0.8337402,-1.586426,0.4155273
-0.7324219,-1.438477,0.5114746
-0.6044922,-1.328613,0.6020508
-0.4370117,-0.9626465,0.4553223
-0.2924805,-0.6306152,0.2661133
-0.140625,-0.5202637,-0.0234375
-0.001220703,-0.3505859,-0.3112793
0.1103516,0.08300781,-0.7507324
0.1679688,0.7263184,-1.144043
0.1306152,1.251953,-1.503906
-0.03198242,1.516113,-1.922119
-0.4272461,1.220703,-1.984375
-1.106689,0.8193359,-1.327393
-1.758057,0.8029785,0.3452148
-1.860107,0.171875,0.6462402
-1.471191,-0.5058594,-0.3701172
-0.9211426,-0.5534668,-1.802979
-0.5820313,-0.4804688,-1.927979
-0.6315918,0.2121582,-1.249268
-0.5695801,0.7192383,-0.8620605
-0.5639648,0.885498,-0.6726074
-0.6894531,0.6779785,-0.7182617
-0.744873,0.2841797,-0.7363281
-0.7988281,0.2553711,-0.638916
-0.765625,0.04443359,-0.4035645
-0.642334,-0.3369141,-0.3347168
-0.5895996,-0.5422363,-0.1787109
-0.5224609,-0.6103516,-0.08789063
-0.4448242,-0.6140137,0.03955078
-0.394043,-0.715332,0.1606445
-0.3837891,-0.8859863,0.1694336
-0.359375,-0.9648438,0.03637695
-0.4208984,-1.081787,0.046875
-0.4160156,-1.008789,0.1813965
-0.4499512,-0.8728027,0.2729492
-0.5595703,-0.8669434,0.3110352
-0.6655273,-0.902832,0.206543
-0.6608887,-0.9821777,0.1188965
-0.670166,-0.8615723,0.1018066
-0.7502441,-0.7290039,0.2001953
-0.8676758,-0.7565918,0.2785645
-0.8608398,-0.7268066,0.2282715
-0.8562012,-0.7116699,0.1437988
-0.8144531,-0.6503906,0.1298828
-0.8146973,-0.5979004,0.1472168
-0.765625,-0.5786133,0.1352539
-0.751709,-0.640625,0.06958008
-0.770752,-0.5915527,0.02075195
-0.7946777,-0.5942383,0.0168457
-0.8251953,-0.5351563,0.1157227
-0.7834473,-0.4987793,0.09228516
-0.7678223,-0.545166,0.06860352
