x_acceleration,y_acceleration,z_acceleration
-0.940918,-0.1391602,0.5324707
-0.9128418,-0.1213379,0.3847656
-0.939209,-0.1474609,0.4162598
-0.9592285,-0.1135254,0.4104004
-0.9611816,-0.01928711,0.3857422
-0.9621582,-0.05664063,0.3144531
-0.967041,-0.09155273,0.199707
-0.9611816,-0.04248047,0.2507324
-0.9782715,0.05639648,0.3518066
-0.9516602,0.06591797,0.3400879
-0.9365234,-0.01757813,0.2924805
-0.9047852,-0.08740234,0.2631836
-0.9191895,-0.04785156,0.328125
-0.9313965,-0.006347656,0.3408203
-0.9118652,0.03271484,0.3605957
-0.907959,0.003417969,0.3366699
-0.9216309,-0.06567383,0.3571777
-0.9521484,-0.1074219,0.4838867
-0.9550781,-0.0007324219,0.3635254
-0.9418945,0.06494141,0.1325684
