x_acceleration,y_acceleration,z_acceleration
-0.9987793,-0.3291016,0.5471191
-0.9990234,-0.2382813,0.5578613
-0.9882813,-0.1848145,0.5136719
-0.9626465,-0.1748047,0.4350586
-0.9458008,-0.1491699,0.3479004
-0.9245605,-0.1291504,0.3088379
-0.9470215,-0.1081543,0.3679199
-0.9589844,-0.03930664,0.3364258
-0.9343262,0.00390625,0.2348633
-0.9448242,-0.04638672,0.2211914
-0.9279785,-0.09716797,0.1374512
-0.9453125,-0.1113281,0.1401367
-0.9533691,-0.06933594,0.2253418
-0.9904785,0.02587891,0.418457
-0.9814453,0.161377,0.1835938
-0.9746094,0.08813477,0.1628418
