x_acceleration,y_acceleration,z_acceleration
-0.4760742,-0.6408691,-0.1665039
-0.6896973,-0.8098145,-0.06982422
-0.7592773,-0.7419434,0.253418
-0.7788086,-0.7504883,0.4785156
-0.9047852,-0.8913574,0.4462891
-1.025879,-1.084961,0.1606445
-1.102783,-0.9296875,0.2407227
-1.095703,-0.6757813,0.520752
-1.03833,-0.5756836,0.4934082
-0.9226074,-0.6069336,0.1352539
-0.8642578,-0.6640625,0.01416016
-0.8994141,-0.498291,0.2612305
-0.9389648,-0.2661133,0.4365234
-0.8886719,-0.2219238,0.2036133
-0.7402344,-0.2734375,-0.04418945
-0.8317871,-0.3720703,0.02270508
