x_acceleration,y_acceleration,z_acceleration
-0.892334,-0.004638672,0.2731934
-0.8835449,-0.04077148,0.3186035
-0.9003906,-0.09716797,0.3366699
-0.8928223,-0.1467285,0.3996582
-0.9377441,-0.2109375,0.5849609
-0.9697266,-0.4204102,0.6674805
-1.022461,-0.7893066,0.7097168
-1.214111,-0.9333496,0.9487305
-1.381348,-0.847168,1.342041
-1.311035,-0.8515625,1.40332
-1.158936,-0.8242188,1.202393
-0.9763184,-0.8518066,1.077637
-0.770752,-0.6762695,0.909668
-0.578125,-0.4555664,0.7214355
-0.3833008,-0.2053223,0.2019043
-0.1418457,-0.1298828,-0.442627
-0.04663086,0.06298828,-0.8220215
-0.1826172,0.3583984,-0.6972656
-0.3410645,1.014648,-0.984375
-0.6208496,1.460205,-1.254395
-0.9978027,1.274414,-1.296631
-1.353516,0.8840332,-0.902832
-1.559082,0.9780273,0.05883789
-1.521729,1.333496,0.7006836
-1.383545,1.292725,0.5837402
-1.16626,0.8630371,-0.3574219
-1.054199,0.3422852,-1.030029
-1.008301,0.376709,-0.9321289
-1.029297,0.7253418,-0.3825684
-0.9716797,0.9533691,-0.2536621
-0.7624512,0.5644531,-0.5212402
-0.6291504,-0.2302246,-0.3569336
-0.6899414,-0.6899414,0.07446289
-0.8007813,-0.4880371,0.3569336
-0.8007813,-0.2958984,0.3618164
-0.7658691,-0.3405762,0.4111328
-0.779541,-0.5651855,0.3742676
-0.8132324,-0.5490723,0.442627
-0.892334,-0.4133301,0.595459
-0.9274902,-0.2924805,0.6918945
-0.953125,-0.2329102,0.6135254
-0.9902344,-0.2492676,0.5859375
-1.036865,-0.2324219,0.6103516
-1.056885,-0.1809082,0.6047363
-1.039063,-0.1601563,0.557373
-1.046143,-0.1657715,0.4770508
-1.022949,-0.1955566,0.4440918
-1.020264,-0.1918945,0.3188477
-1.009277,-0.1904297,0.3481445
