x_acceleration,y_acceleration,z_acceleration
-0.8278809,-1.089844,-0.1733398
-0.7893066,-0.916748,-0.05297852
-0.7033691,-0.8271484,0.03881836
-0.5693359,-0.6943359,0.1484375
-0.6630859,-0.8115234,0.3068848
-0.791748,-0.8466797,0.2563477
-0.7890625,-0.7634277,0.1513672
-0.8349609,-0.6398926,0.2219238
-0.8605957,-0.5334473,0.2556152
-0.8935547,-0.5314941,0.3320313
-0.907959,-0.4516602,0.2836914
-0.8962402,-0.4489746,0.1831055
-0.8713379,-0.4768066,0.1506348
-0.8747559,-0.4265137,0.1855469
-0.8486328,-0.3254395,0.203125
-0.8684082,-0.3649902,0.3112793
-0.848877,-0.2666016,0.1870117
-0.8083496,-0.4287109,0.2346191
