x_acceleration,y_acceleration,z_acceleration
-0.9768066,0.06884766,0.3300781
-0.9855957,0.05029297,0.3254395
-0.9865723,0.06030273,0.3244629
-0.980957,0.04956055,0.3493652
-0.9709473,0.03344727,0.3984375
-0.9785156,0.01049805,0.4394531
-0.958252,-0.02734375,0.53125
-0.9296875,-0.119873,0.6308594
-0.918457,-0.3271484,0.6945801
-0.9411621,-0.6088867,0.8198242
-1.055908,-0.7790527,0.9731445
-1.191895,-0.8093262,1.271484
-1.206055,-1.019531,1.641357
-1.226563,-0.9916992,1.745361
-1.124268,-0.7512207,1.5625
-0.9335938,-0.4362793,1.351563
-0.6611328,-0.1105957,0.739502
-0.3640137,-0.06933594,-0.1357422
-0.263916,-0.114502,-0.5507813
-0.3674316,0.1530762,-0.6108398
-0.3693848,0.9570313,-0.8937988
-0.5424805,1.349121,-0.7905273
-0.7553711,1.682861,-1.057129
-1.07373,1.690186,-1.117432
-1.427002,1.254883,-0.7548828
-1.722168,0.951416,-0.06079102
-1.626953,0.9157715,0.5861816
-1.397461,1.089355,0.401123
-1.105469,0.9848633,-0.3041992
-0.9355469,0.7404785,-0.671875
-0.8457031,0.8059082,-0.7045898
-0.7849121,0.9499512,-0.6743164
-0.7907715,0.9313965,-0.564209
-0.7541504,0.7558594,-0.4086914
-0.7172852,0.4387207,-0.1855469
-0.7836914,0.2277832,0.02612305
-0.8818359,0.0703125,0.239502
-0.8632813,-0.06298828,0.1784668
-0.7504883,-0.1984863,0.1276855
-0.661377,-0.4702148,0.3566895
-0.7641602,-0.6911621,0.7197266
-1.006348,-0.5270996,0.9282227
-1.150146,-0.5148926,0.9111328
-1.136963,-0.4799805,0.8464355
-1.045898,-0.4521484,0.7727051
-0.9768066,-0.432373,0.8061523
-1.004883,-0.3762207,0.8056641
-1.004395,-0.1791992,0.6950684
-0.9958496,-0.2229004,0.6347656
-0.9594727,-0.1252441,0.5061035
-0.9162598,-0.1123047,0.4233398
-0.9047852,-0.1069336,0.3342285
-0.9042969,-0.09204102,0.3242188
-0.9125977,0.01904297,0.2568359
-0.9165039,0.07592773,0.2836914
