x_acceleration,y_acceleration,z_acceleration
-0.8769531,-0.3657227,0.2700195
-0.7993164,-0.4692383,0.2194824
-0.8908691,-0.1169434,0.1325684
-0.9658203,-0.253418,0.2158203
-0.9016113,-0.2990723,0.1384277
-0.878418,-0.4692383,0.2128906
-0.9208984,-0.2980957,0.291748
-0.927002,-0.3405762,0.3833008
-0.9116211,-0.3935547,0.3186035
-0.9279785,-0.4572754,0.2841797
-0.9760742,-0.4638672,0.2519531
-1.161865,-0.4643555,0.4370117
-1.182617,-0.534668,0.4099121
-1.163818,-0.4680176,0.4494629
-1.053711,-0.6027832,0.4672852
-1.005127,-0.6901855,0.637207
-0.940918,-0.7907715,0.4443359
-0.9016113,-0.9370117,0.4543457
-0.8393555,-1.088623,0.2626953
-0.7231445,-1.068848,0.3364258
-0.6833496,-1.166748,0.598877
-0.7214355,-1.322754,0.692627
-0.5629883,-1.212646,0.2148438
-0.4665527,-1.226318,0.2602539
-0.4335938,-0.8857422,0.3720703
-0.4206543,-0.3837891,0.4980469
-0.4477539,-0.2058105,0.3859863
-0.4433594,-0.307373,-0.1254883
-0.3845215,-0.5183105,-0.4338379
-0.4072266,0.07568359,-0.3601074
-0.5715332,0.6635742,0.01904297
-0.7507324,0.8630371,-0.1647949
-0.9177246,0.3696289,-0.8242188
-1.145996,-0.2512207,-1.160645
-1.416504,0.1264648,-0.6699219
-1.518799,0.7429199,-0.1030273
-1.352539,0.8562012,-0.1560059
-1.121582,0.4030762,-0.354248
-0.9492188,0.1313477,-0.5522461
-0.9038086,0.1467285,-0.4453125
-0.9074707,0.2436523,-0.3010254
-0.8769531,0.1955566,-0.2995605
-0.8288574,0.0168457,-0.2751465
-0.8186035,-0.159668,-0.2158203
-0.7438965,-0.234375,-0.1679688
-0.7009277,-0.2270508,-0.0534668
-0.6220703,-0.2463379,0.1064453
-0.6391602,-0.4260254,0.1181641
-0.6506348,-0.7099609,0.1813965
-0.5581055,-0.7939453,0.3007813
-0.5710449,-0.9016113,0.3945313
-0.6086426,-0.9775391,0.4440918
-0.5598145,-0.9609375,0.4921875
-0.5539551,-0.9624023,0.5187988
-0.6430664,-0.9804688,0.5375977
-0.7001953,-0.8588867,0.4624023
-0.7192383,-0.8708496,0.4553223
-0.7800293,-0.8388672,0.4763184
-0.8520508,-0.7570801,0.4641113
-0.9077148,-0.7717285,0.479248
-0.887207,-0.7124023,0.3669434
-0.8212891,-0.644043,0.3212891
-0.7758789,-0.6594238,0.3735352
