x_acceleration,y_acceleration,z_acceleration,soco
-0,935791,-0,2490234,0,7382813,0
-0,965332,-0,145752,0,7189941,0
-0,9526367,-0,1582031,0,6401367,0
-0,9443359,-0,2299805,0,5581055,0
-0,9509277,-0,3574219,0,501709,0
-0,9460449,-0,3413086,0,6000977,0
-0,9934082,-0,284668,0,7805176,0
-0,9838867,-0,197998,0,8620605,0
-0,9475098,-0,3481445,0,8308105,0
-0,8840332,-0,640625,0,8308105,0
-0,902832,-0,9050293,0,8972168,0
-0,9794922,-0,9387207,0,986084,0
-1,088379,-1,040283,0,7399902,0
-1,182861,-1,538086,0,6088867,0
-1,110352,-1,803467,0,4306641,0
-0,9082031,-1,729248,0,1782227,0
-0,6774902,-1,495605,-0,03198242,0
-0,4975586,-0,9411621,-0,104248,1
-0,3408203,-0,4555664,-0,1862793,1
-0,222168,-0,3720703,-0,5419922,1
-0,1555176,-0,2353516,-1,094238,1
-0,05859375,0,5114746,-1,649658,1
-0,03149414,1,726807,-1,984375,1
-0,3464355,1,999939,-1,984375,1
-0,9458008,1,999939,-1,984375,1
-1,800293,1,999939,-0,8977051,1
-1,984375,1,804688,1,269775,1
-1,984375,0,1894531,1,166016,1
-1,151367,0,2768555,-0,4018555,1
-0,3813477,0,536377,-1,057617,1
-0,2199707,0,486084,-0,7270508,1
-0,4599609,1,114746,-0,260498,1
-0,5354004,1,312988,-0,302002,1
-0,5895996,1,171631,-0,8259277,1
-0,5776367,0,9245605,-1,315674,1
-0,6315918,0,6171875,-1,08252,1
-0,8012695,0,6162109,-0,7104492,1
-1,003418,0,4399414,-0,5275879,1
-1,032959,0,1799316,-0,3129883,1
-0,8352051,0,07910156,-0,3430176,1
-0,7407227,-0,5256348,-0,4699707,1
-0,7514648,-1,049316,-0,4580078,1
-0,8222656,-0,9675293,0,07543945,0
-0,9072266,-0,6401367,0,4177246,0
-0,7780762,-0,6791992,0,1052246,0
-0,8500977,-0,9018555,-0,1362305,0
-0,8327637,-0,9626465,0,002441406,0
-0,8017578,-0,734375,0,2658691,0
-0,7895508,-0,4455566,0,3435059,0
-0,8647461,-0,5024414,0,2680664,0
-0,9104004,-0,5698242,0,1987305,0
-0,9633789,-0,6845703,0,3527832,0
-0,9743652,-0,4250488,0,3989258,0
-0,9470215,-0,2736816,0,4926758,0
-0,9611816,-0,2624512,0,5083008,0
-0,963623,-0,3095703,0,473877,0
-1,018799,-0,3830566,0,4853516,0
-1,008545,-0,213623,0,454834,0
-0,9689941,-0,08813477,0,4130859,0
-0,9399414,-0,1669922,0,5012207,0
-1,214355,-0,401123,1,403076,0
-1,143066,-0,6181641,1,147705,0
-1,032959,-0,5939941,1,483643,0
-0,8049316,-0,5239258,1,795654,0
-0,7045898,-0,5002441,1,936035,0
-0,6276855,-0,7067871,1,704346,0
-0,4135742,-1,0271,1,325439,0
-0,07104492,-1,130127,0,7670898,0
0,2338867,-0,8322754,0,4016113,0
0,2521973,-0,348877,0,4995117,1
0,2402344,0,2275391,0,3435059,1
0,4672852,1,070557,-0,2873535,1
0,7536621,1,915527,-1,24707,1
0,7060547,1,999939,-1,814209,1
0,02612305,1,999939,-1,150635,1
-0,8803711,1,999939,0,7758789,1
-0,8605957,1,999939,1,969971,1
-0,208252,1,999939,1,635254,1
0,06738281,1,680664,0,7573242,1
0,03491211,0,8937988,0,5085449,1
-0,02246094,1,001221,0,6538086,1
-0,02416992,1,437256,0,8579102,1
0,1325684,1,543701,0,4204102,1
0,4697266,1,559082,-0,01782227,1
0,5649414,1,393555,-0,1437988,1
0,4238281,1,021973,0,4797363,1
0,1459961,0,9523926,0,9682617,1
0,107666,0,4787598,0,5048828,1
0,1047363,-0,137207,0,3388672,1
-0,04125977,-0,1225586,0,8334961,0
-0,05810547,-0,1184082,0,987793,0
-0,2028809,-0,2358398,1,220703,0
-0,4350586,-0,4584961,1,125244,0
-0,673584,-0,5061035,1,005615,0
-0,8688965,-0,4875488,1,062744,0
-1,021729,-0,3896484,1,176758,0
-1,098389,-0,4199219,1,344971,0
-1,064453,-0,2480469,1,176514,0
-1,086914,-0,2810059,1,072021,0
-1,091064,-0,078125,1,173096,0
-1,054688,-0,008056641,1,197754,0
-1,02417,-0,2004395,1,040283,0
-1,00293,-0,237793,0,9177246,0
-0,9448242,-0,1611328,0,7197266,0
-0,9516602,-0,1855469,0,6733398,0
-0,9233398,-0,1247559,0,6057129,0
-0,9404297,-0,1582031,0,7094727,0
-0,921875,-0,05541992,0,661377,0
-0,8962402,-0,01708984,0,6159668,0
-0,8642578,0,01074219,0,4882813,0
-0,8720703,-0,03930664,0,4226074,0
-0,8833008,-0,05004883,0,4248047,0
-0,8962402,-0,003417969,0,4711914,0
-0,9069824,0,03222656,0,4885254,0
-0,9189453,0,06860352,0,4677734,0
-0,9023438,0,03930664,0,3901367,0
-0,9025879,-0,04882813,0,3312988,0
-0,9165039,-0,06640625,0,3452148,0
-0,9289551,-0,03540039,0,4536133,0
-0,9626465,0,09179688,0,5090332,0
