time,ax,ay,az,atotal
0.002087116241455078,-0.58,0.19,-0.85,1.04
0.0031480789184570312,-0.52,0.01,-1.29,1.39
0.013983011245727539,-0.46,0.2,-1.18,1.28
0.015731096267700195,-0.52,0.5,-1.02,1.24
0.02158498764038086,-0.68,0.68,-0.73,1.2
0.023348093032836914,-0.76,0.72,-0.31,1.09
0.02502608299255371,-0.72,0.76,-0.09,1.05
0.035839080810546875,-0.57,0.97,0.0,1.12
0.03716421127319336,-0.39,1.29,0.04,1.34
0.04297590255737305,-0.23,1.44,0.14,1.46
0.05089306831359863,-0.15,1.3,-0.02,1.3
0.051966190338134766,-0.21,1.09,-0.3,1.14
0.06283211708068848,-0.36,0.89,-0.5,1.08
0.06466197967529297,-0.52,0.73,-0.28,0.93
0.07049417495727539,-0.68,0.63,-0.09,0.93
0.07207703590393066,-0.84,0.65,-0.09,1.06
0.07358312606811523,-0.91,0.6,0.04,1.09
0.08425402641296387,-0.64,0.57,0.42,0.95
0.08558011054992676,-0.47,0.72,0.47,0.97
0.09141302108764648,-0.49,0.94,0.02,1.06
0.10091495513916016,-0.45,1.04,-0.32,1.17
0.10201597213745117,-0.44,0.94,-0.69,1.24
0.11292219161987305,-0.56,0.79,-1.14,1.49
0.11485099792480469,-0.77,0.66,-1.54,1.84
0.12074995040893555,-1.01,0.62,-1.86,2.2
0.122406005859375,-1.25,0.64,-2.06,2.49
0.12407302856445312,-1.54,0.65,-1.98,2.59
0.13473796844482422,-1.62,0.7,-1.61,2.38
0.13616609573364258,-1.46,0.79,-1.2,2.04
0.14197921752929688,-1.23,0.92,-0.95,1.8
0.15089011192321777,-0.96,0.9,-0.98,1.64
0.15195989608764648,-0.68,0.4,-1.04,1.3
0.16283512115478516,-0.39,0.05,-0.75,0.84
0.16470909118652344,-0.25,0.02,-0.42,0.48
0.17052912712097168,-0.53,0.1,-0.45,0.7
0.1723952293395996,-0.97,0.05,-0.51,1.09
0.17413806915283203,-1.3,-0.07,-0.53,1.4
0.18485498428344727,-1.5,-0.13,-0.49,1.58
0.18611621856689453,-1.53,-0.13,-0.45,1.6
0.1918811798095703,-1.38,-0.08,-0.39,1.43
0.20075201988220215,-1.13,0.06,-0.31,1.17
0.20185518264770508,-1.22,0.2,0.67,1.4
0.21278810501098633,-1.98,1.0,8.21,8.5
0.2146470546722412,2.72,4.96,7.4,9.31
0.22060823440551758,3.84,5.15,2.16,6.77
0.22232389450073242,2.3,1.64,1.2,3.06
0.22401714324951172,1.62,-0.35,1.37,2.15
0.2348031997680664,0.66,-0.01,-0.33,0.73
0.23614907264709473,0.05,0.5,-0.86,0.99
0.24207210540771484,-0.12,0.37,0.46,0.6
0.2506999969482422,-0.12,0.29,1.21,1.25
0.2516911029815674,-0.11,0.43,0.78,0.89
0.26259708404541016,-0.09,0.36,0.18,0.41
0.26447105407714844,-0.12,0.1,-0.2,0.25
0.2704329490661621,-0.21,-0.18,-0.59,0.65
0.27214813232421875,-0.29,-0.35,-0.96,1.06
0.27376508712768555,-0.35,-0.33,-1.1,1.2
0.28438901901245117,-0.4,-0.18,-0.97,1.06
0.28573012351989746,-0.44,0.0,-0.68,0.8
0.2915802001953125,-0.39,0.16,-0.49,0.64
0.3007791042327881,-0.27,0.16,-0.28,0.42
0.3017611503601074,-0.17,-0.01,0.01,0.17
0.3123960494995117,-0.21,-0.14,0.33,0.41
0.3142251968383789,-0.26,-0.12,0.36,0.46
0.3201169967651367,-0.25,-0.15,0.28,0.4
0.32195401191711426,-0.15,-0.21,0.33,0.41
0.3237020969390869,-0.08,-0.16,0.43,0.46
0.334291934967041,-0.08,-0.05,0.47,0.47
0.3356900215148926,-0.16,-0.02,0.4,0.43
0.3416891098022461,-0.2,-0.05,0.25,0.32
0.35080409049987793,-0.2,-0.05,0.06,0.21
0.35170602798461914,-0.22,-0.01,-0.01,0.22
0.36200404167175293,-0.24,0.12,-0.02,0.26
0.363828182220459,-0.2,0.25,-0.03,0.32
0.36971402168273926,-0.15,0.36,-0.06,0.39
0.37144994735717773,-0.2,0.37,-0.13,0.44
0.3731100559234619,-0.25,0.27,-0.24,0.43
0.38376402854919434,-0.33,0.18,-0.3,0.48
0.38505005836486816,-0.41,0.16,-0.24,0.5
0.39084506034851074,-0.38,0.2,-0.24,0.49
0.4007570743560791,-0.28,0.22,-0.17,0.39
0.4018120765686035,-0.18,0.21,0.0,0.27
0.4125490188598633,-0.1,0.22,0.03,0.24
0.4143562316894531,-0.07,0.18,0.07,0.2
0.4201970100402832,-0.1,0.1,0.09,0.16
0.42188405990600586,-0.12,0.05,0.04,0.13
0.42359018325805664,-0.19,0.05,0.05,0.2
0.433974027633667,-0.28,0.07,0.04,0.29
0.4353790283203125,-0.36,0.08,0.06,0.37
0.4412240982055664,-0.34,0.07,-0.01,0.34
0.4507269859313965,-0.25,0.1,-0.17,0.31
0.45180606842041016,-0.2,0.11,-0.27,0.35
0.4627408981323242,-0.25,0.09,-0.35,0.43
0.46454906463623047,-0.34,0.09,-0.44,0.56
0.47032809257507324,-0.37,0.13,-0.41,0.56
0.4717569351196289,-0.3,0.28,-0.22,0.46
