Rotulos_Previstos
0.015795706
0.014714948
0.013010457
0.016958246
0.015930137
0.014077268
0.013660959
0.014271024
0.013574748
0.012910771
0.013536198
0.013904662
0.01417076
0.013948922
0.013192246
0.0130061945
0.013111026
0.0153210955
0.015874721
0.014419892
0.01363853
0.012706553
0.0128316125
0.013326584
0.013450523
0.013515254
0.01310503
0.012795126
0.0136162825
0.013623335
0.013369966
0.012903431
0.012672626
0.01278975
0.012901161
0.012587711
0.013200212
0.013603972
0.013863094
0.013970555
0.014222425
0.013723088
0.013764551
0.013794607
0.014258906
0.014655921
0.014077426
0.013800997
0.01424646
0.014579612
0.013218019
0.013320541
0.013688764
0.013058119
0.01301478
0.0132704405
0.013327594
0.013143549
0.013776628
0.013661268
0.013954562
0.01370046
0.013328334
0.013273325
0.01317686
0.013109169
0.012696997
0.012937469
0.014338634
0.015506377
0.015135227
0.013029207
0.013683131
0.014410278
0.01418605
0.013036709
0.01281442
0.012681083
0.012964412
0.012967323
0.013080082
0.013026719
0.01265349
0.013162705
0.013668196
0.01364933
0.013413923
0.013189137
0.01297146
0.012925704
0.0135239335
0.013899595
0.013566187
0.013274925
0.013026423
0.01303139
0.013434252
0.0132316975
0.01271241
0.012868763
0.012692664
0.0135462545
0.01386179
0.013435558
0.012990041
0.012850789
0.012689283
0.012738098
0.012624397
0.0127501935
0.012576088
0.012797452
0.012623452
0.012700602
0.012800072
0.012864256
0.012685897
0.012689689
0.012582473
0.012623857
0.012656789
0.012653209
0.012685489
0.012908693
0.012900638
0.012762047
0.012810802
0.012898714
0.012677364
0.012779493
0.012940965
0.012779493
0.0128711015
0.012877851
0.01281798
0.012924354
0.0128341485
0.012685897
0.012662744
0.012746173
0.013303649
0.013256743
0.012812093
0.012759608
0.012726733
0.01266984
0.012575685
0.012584149
0.012704269
0.012716415
0.012781893
0.012709018
0.012623857
0.012655991
0.012576088
0.012653894
0.012719264
0.012555953
0.012651052
0.01274087
0.012696997
0.012690363
0.012567227
0.012819012
0.012926081
0.012791869
0.012712608
0.0125871
0.0127741
0.012906269
0.012894981
0.012741487
0.012781557
0.01258207
0.012680678
0.012729455
0.012629318
0.012539471
0.012687921
0.012721162
0.012723738
0.012797452
0.012852097
0.012726129
0.0126828505
0.012797331
0.012645925
0.012535922
0.012638972
0.012719055
0.012766481
0.012801977
0.012823302
0.012993721
0.01277657
0.012622375
0.012554275
0.012587711
0.012607415
0.012643217
0.0127052795
0.012775217
0.012876978
0.012832432
0.012726129
0.012731426
0.0127741
0.012780576
0.0126504395
0.01261745
0.012638972
0.012542286
0.0125608565
0.012706367
0.012883509
0.0127681885
0.012846418
0.012724972
0.012780576
0.012525815
0.012677364
0.012731426
0.012555953
0.012676959
0.012724021
0.012894981
0.012926884
0.012901853
0.013217316
0.013714907
0.013062194
0.012590538
0.013305501
0.013621553
0.014129016
0.015271171
0.015480587
0.017817352
0.0155102
0.020283164
0.018553687
0.013382495
0.0136460485
0.014161165
0.014495826
0.015735494
0.015978793
0.015000475
0.014558738
0.014143534
0.012906981
0.015136399
0.016804859
0.01641096
0.01630628
0.015326771
0.016142532
0.01702123
0.015913663
0.016360007
0.016574195
0.019048898
0.025023483
0.026186263
0.024888929
0.022772215
0.023154024
0.022362493
0.018580358
0.016300032
0.017085664
0.015579858
0.016783217
0.01914744
0.018969608
0.020305246
0.026939042
0.018529136
