time,ax,ay,az,atotal,soco
1.463041067123413,-1.17,-0.73,0.3,1.41,0
1.4738891124725342,-1.46,-0.69,0.29,1.64,0
1.4831511974334717,-1.46,-0.71,0.42,1.67,0
1.4946539402008057,-1.36,-0.59,0.3,1.51,0
1.503014087677002,-1.53,-0.51,0.22,1.62,0
1.512531042098999,-1.86,-0.42,0.4,1.94,0
1.5233089923858643,-2.16,-0.29,0.46,2.22,0
1.5329999923706055,-2.53,-0.03,0.21,2.53,0
1.5439789295196533,-2.89,0.31,0.11,2.9,0
1.5525450706481934,-3.1,0.65,0.04,3.16,0
1.562237024307251,-3.16,0.93,-0.1,3.29,0
1.5730221271514893,-3.21,1.03,0.01,3.37,0
1.582503080368042,-3.36,0.96,0.25,3.5,0
1.593796968460083,-3.42,0.86,0.34,3.54,0
1.6022999286651611,-3.39,0.79,0.5,3.51,0
1.612640142440796,-3.46,0.7,0.69,3.59,0
1.6235380172729492,-3.72,0.58,0.62,3.81,0
1.632214069366455,-3.87,0.47,0.45,3.92,0
1.6434760093688965,-4.06,0.4,0.51,4.11,0
1.6518361568450928,-4.37,0.4,0.52,4.41,0
1.6616461277008057,-4.64,0.46,0.44,4.68,0
1.672334909439087,-4.71,0.47,0.53,4.76,0
1.681246042251587,-4.55,0.47,0.65,4.62,0
1.6932199001312256,-4.15,0.31,0.56,4.19,0
1.7017810344696045,-3.69,0.19,0.53,3.73,0
1.7111461162567139,-3.24,0.25,0.53,3.29,0
1.722071886062622,-2.9,0.27,0.38,2.93,0
1.7310850620269775,-2.75,0.22,-0.01,2.75,0
1.7428419589996338,-2.85,0.11,-0.23,2.86,0
1.751338005065918,-3.22,-0.06,-0.24,3.22,0
1.7609820365905762,-3.48,-0.23,-0.15,3.49,0
1.7722251415252686,-3.41,-0.26,-0.16,3.42,0
1.7814710140228271,-2.93,-0.24,-0.27,2.95,0
1.7923810482025146,-2.19,-0.16,-0.24,2.2,0
1.8009321689605713,-1.73,-0.13,-0.32,1.76,0
1.8105871677398682,-1.72,-0.35,-0.5,1.82,0
1.821286916732788,-1.89,-0.61,-0.64,2.08,0
1.8302052021026611,-2.11,-0.68,-0.63,2.3,0
1.8420300483703613,-2.45,-0.72,-0.77,2.66,0
1.850733995437622,-2.66,-0.84,-0.9,2.93,0
1.8601748943328857,-2.7,-0.99,-0.63,2.94,0
1.8709700107574463,-2.71,-1.15,-0.2,2.95,0
1.880059003829956,-2.6,-1.17,-0.03,2.85,0
1.89485502243042,-2.4,-1.14,-0.08,2.65,0
1.9002280235290527,-2.3,-1.24,0.02,2.61,0
1.9099328517913818,-2.11,-1.39,0.21,2.53,0
1.9205801486968994,-1.87,-1.4,0.29,2.35,0
1.929624080657959,-1.94,-1.36,0.26,2.38,0
1.9443471431732178,-2.07,-1.33,0.29,2.47,0
1.9500958919525146,-1.98,-1.41,0.39,2.46,0
1.959395170211792,-1.81,-1.4,0.24,2.3,0
1.9702820777893066,-1.85,-1.32,0.02,2.27,0
1.9792149066925049,-2.04,-1.33,-0.05,2.43,0
1.993109941482544,-2.27,-1.25,0.12,2.59,0
1.9991240501403809,-2.32,-1.08,0.31,2.57,0
2.0092809200286865,-2.18,-0.97,0.51,2.43,0
2.0200798511505127,-1.95,-0.92,0.64,2.24,0
2.0293869972229004,-1.67,-0.93,0.64,2.01,0
2.0436151027679443,-1.4,-1.0,0.58,1.81,0
2.0490260124206543,-1.21,-1.0,0.43,1.62,0
2.058927059173584,-1.22,-0.96,0.38,1.59,0
2.0708858966827393,-1.3,-0.89,0.56,1.67,0
2.0787971019744873,-1.42,-0.79,0.61,1.73,0
2.0923001766204834,-1.54,-0.64,0.36,1.7,0
2.098417043685913,-1.35,-0.46,0.21,1.44,0
2.1084401607513428,-1.03,-0.4,0.5,1.21,0
2.1193320751190186,0.0,-0.37,0.99,1.05,0
2.1284210681915283,1.83,-0.16,1.28,2.23,0
2.143022060394287,3.08,-0.02,1.16,3.29,0
2.148625135421753,3.15,-0.16,1.05,3.32,0
2.1580889225006104,2.7,-0.37,1.06,2.92,0
2.168982982635498,2.18,-0.46,1.03,2.45,0
2.1778500080108643,1.82,-0.49,0.85,2.06,0
2.192126989364624,2.13,-0.32,0.57,2.22,0
2.1976940631866455,2.72,0.12,0.31,2.74,0
2.2075998783111572,2.72,0.37,0.38,2.77,0
2.218613862991333,2.58,0.2,0.63,2.66,0
2.2275900840759277,2.66,-0.13,0.75,2.76,0
2.2409870624542236,3.0,-0.38,0.73,3.11,0
2.2473981380462646,3.08,-0.58,0.87,3.25,0
2.2573559284210205,2.91,-0.79,0.76,3.1,0
2.2683839797973633,2.84,-0.91,0.49,3.02,0
2.277186155319214,2.87,-0.93,0.41,3.04,0
2.290095090866089,3.11,-0.83,0.41,3.24,0
2.2969539165496826,3.46,-0.64,0.28,3.52,0
2.3068690299987793,3.79,-0.41,0.1,3.81,0
2.3180429935455322,4.16,-0.21,-0.11,4.16,0
2.327030897140503,4.43,-0.26,-0.43,4.45,0
2.341464042663574,4.43,-0.53,-0.62,4.5,0
2.3468780517578125,4.15,-0.74,-0.84,4.29,0
2.356579065322876,3.77,-0.87,-1.13,4.03,0
2.36777400970459,3.41,-0.84,-1.15,3.69,0
2.37705397605896,3.12,-0.68,-0.92,3.32,0
2.390984058380127,2.96,-0.45,-0.85,3.11,0
2.3968961238861084,2.9,-0.48,-1.15,3.15,0
2.406177043914795,2.86,-0.66,-1.51,3.3,0
2.417419195175171,2.9,-0.73,-1.69,3.43,0
2.426673173904419,3.1,-0.71,-1.66,3.58,0
2.440973997116089,3.44,-0.63,-1.55,3.82,0
2.4464340209960938,3.87,-0.61,-1.69,4.26,0
2.456054925918579,4.22,-0.63,-1.99,4.7,0
2.4669029712677,4.41,-0.71,-2.13,4.94,0
2.476410150527954,4.4,-0.91,-1.98,4.91,0
2.490725040435791,4.2,-1.19,-1.58,4.64,0
2.49548602104187,4.09,-1.32,-1.15,4.44,0
2.5057051181793213,4.07,-1.27,-0.66,4.31,0
2.5165810585021973,4.09,-1.14,-0.41,4.26,0
2.52559494972229,4.14,-1.2,-0.22,4.31,0
2.5405240058898926,4.28,-1.23,0.27,4.46,0
2.5458250045776367,4.59,-1.11,0.91,4.8,0
2.5553438663482666,4.86,-1.08,0.96,5.07,0
2.566287040710449,4.84,-1.18,0.39,4.99,0
2.575227975845337,4.59,-1.27,0.19,4.76,0
2.5899300575256348,4.2,-1.26,0.63,4.42,0
2.5949819087982178,3.83,-1.25,1.17,4.19,0
2.6048948764801025,3.63,-1.2,1.01,3.95,0
2.6160480976104736,3.43,-1.48,0.56,3.77,0
2.6246988773345947,3.28,-1.95,0.57,3.85,0
2.639643907546997,3.23,-2.05,0.86,3.92,0
2.645249128341675,2.87,-1.93,0.98,3.59,0
2.6546859741210938,2.32,-1.84,0.83,3.07,0
2.6655619144439697,2.04,-1.8,0.86,2.85,0
2.674882173538208,1.87,-1.93,1.1,2.9,0
2.689460039138794,1.71,-1.98,1.04,2.81,0
2.694516897201538,1.71,-1.97,0.69,2.69,0
2.7043399810791016,1.72,-2.1,0.37,2.73,0
2.7158291339874268,1.54,-2.31,0.45,2.81,0
2.7245969772338867,1.16,-2.46,0.67,2.8,0
2.7391250133514404,0.79,-2.29,0.72,2.52,0
2.7444310188293457,0.75,-2.13,0.94,2.44,0
2.75394606590271,0.79,-2.32,0.95,2.62,0
2.765497922897339,0.88,-2.46,0.85,2.74,0
2.7740800380706787,0.94,-2.34,0.85,2.66,0
2.7883410453796387,0.71,-2.26,0.85,2.51,0
2.7934210300445557,0.37,-2.15,0.67,2.28,0
2.8036270141601562,0.25,-1.95,0.51,2.03,0
2.81425404548645,0.25,-1.99,0.51,2.06,0
2.8232669830322266,0.3,-2.3,0.61,2.39,0
2.8381080627441406,0.26,-2.51,0.54,2.58,0
2.843898057937622,0.07,-2.61,0.15,2.61,0
2.853299856185913,-0.05,-2.69,0.11,2.69,0
2.864377975463867,0.07,-2.66,0.76,2.76,0
2.874333143234253,0.31,-2.27,1.14,2.55,0
2.8881490230560303,0.83,-1.7,1.1,2.18,0
2.893395185470581,1.43,-1.38,0.85,2.16,0
2.9027090072631836,1.82,-1.44,0.85,2.47,0
2.9149129390716553,1.93,-1.55,1.03,2.68,0
2.9232518672943115,1.71,-1.54,0.87,2.46,0
2.937917947769165,1.45,-1.6,0.54,2.22,0
2.943166971206665,1.34,-1.49,0.74,2.13,0
2.952455997467041,1.31,-1.14,1.07,2.03,0
2.9636828899383545,1.6,-0.87,1.13,2.14,0
2.972203016281128,1.93,-0.69,1.17,2.36,0
2.987394094467163,2.1,-0.48,1.22,2.47,0
2.992729902267456,1.92,-0.25,1.14,2.24,0
3.00226092338562,1.62,-0.01,1.16,1.99,0
3.0132758617401123,1.5,0.29,1.35,2.03,0
3.0224101543426514,1.34,0.53,1.32,1.95,0
3.037367105484009,1.17,0.58,1.13,1.72,0
3.0419881343841553,1.17,0.57,1.1,1.7,0
3.0517661571502686,1.3,0.46,1.17,1.8,0
3.062983989715576,1.71,0.17,1.31,2.16,0
3.0722920894622803,2.05,-0.11,1.17,2.36,0
3.0867819786071777,1.82,-0.45,1.03,2.13,0
3.091978073120117,1.18,-1.0,1.5,2.15,0
3.1013991832733154,0.53,-1.47,1.99,2.53,0
3.112668037414551,-0.12,-1.85,2.05,2.76,0
3.121835947036743,-0.66,-2.22,1.78,2.92,0
3.1364848613739014,-1.15,-2.54,1.42,3.12,0
3.1418168544769287,-1.52,-2.65,1.13,3.25,0
3.1511571407318115,-1.84,-2.7,1.1,3.44,0
3.162461042404175,-2.17,-2.98,1.48,3.97,0
3.171501874923706,-2.18,-3.28,1.9,4.37,0
3.1859819889068604,-2.19,-3.38,1.9,4.45,0
3.1913630962371826,-2.28,-3.52,1.79,4.55,0
3.200917959213257,-2.47,-3.54,1.71,4.64,0
3.211846113204956,-2.58,-3.45,1.64,4.6,0
3.221215009689331,-2.5,-3.43,1.67,4.56,0
3.2360079288482666,-2.27,-3.39,1.62,4.38,0
3.2404940128326416,-2.05,-3.24,1.82,4.24,0
3.25046706199646,-2.02,-2.83,2.05,4.03,0
3.261672019958496,-2.22,-2.33,1.77,3.67,0
3.2709081172943115,-2.25,-1.95,1.49,3.32,0
3.284980058670044,-2.28,-1.72,1.38,3.17,0
3.2899820804595947,-2.55,-1.54,1.44,3.3,0
3.3002731800079346,-2.69,-1.46,1.46,3.39,0
3.31122088432312,-2.84,-1.42,1.22,3.4,0
3.3199520111083984,-3.0,-1.39,1.0,3.45,0
3.3333451747894287,-3.03,-1.26,0.88,3.39,0
3.339684009552002,-3.08,-1.11,0.78,3.36,0
3.3499958515167236,-3.07,-0.9,0.65,3.26,0
3.3608410358428955,-2.95,-0.64,0.56,3.07,0
3.3696448802948,-2.64,-0.31,0.59,2.72,0
3.3830201625823975,-2.13,0.01,0.54,2.19,0
3.3894121646881104,-1.7,0.13,0.48,1.77,0
3.3995940685272217,-1.43,0.16,0.48,1.51,0
3.410905122756958,-1.3,0.23,0.4,1.37,0
3.4193830490112305,-1.39,0.37,0.31,1.47,0
3.4341440200805664,-1.55,0.59,0.36,1.69,0
3.43963885307312,-1.82,1.08,0.26,2.13,0
3.4492199420928955,-2.21,1.53,0.14,2.69,0
3.4601290225982666,-2.64,1.78,0.14,3.18,0
3.469536066055298,-2.88,1.87,0.25,3.44,0
3.483922004699707,-2.91,1.98,0.21,3.52,0
3.488692045211792,-2.88,2.03,0.02,3.52,0
3.498867988586426,-2.92,1.83,-0.16,3.44,0
3.5098578929901123,-3.17,1.33,-0.32,3.45,0
3.518599033355713,-3.3,0.86,-0.22,3.41,0
3.533874034881592,-3.4,0.59,-0.1,3.45,0
3.538770914077759,-3.52,0.33,0.01,3.53,0
3.5487329959869385,-3.55,0.08,0.11,3.55,0
3.559519052505493,-3.59,-0.12,-0.18,3.59,0
3.5688159465789795,-3.54,-0.31,-0.31,3.56,0
3.5835800170898438,-3.59,-0.6,-0.34,3.65,0
3.588517904281616,-3.72,-0.89,-0.61,3.87,0
3.5981791019439697,-3.58,-1.02,-0.73,3.79,0
3.6090550422668457,-3.27,-1.1,-0.83,3.54,0
3.617794990539551,-2.9,-1.12,-0.89,3.23,0
3.6325340270996094,-2.48,-1.01,-0.87,2.81,0
3.6375770568847656,-2.18,-0.86,-0.86,2.49,0
3.6479389667510986,-2.0,-0.58,-0.78,2.22,0
3.65875506401062,-1.89,-0.1,-0.35,1.92,0
3.6676790714263916,-1.67,0.42,0.12,1.72,0
3.682478189468384,-1.35,0.9,0.29,1.64,0
3.6879379749298096,-0.98,1.38,0.19,1.7,0
3.697471857070923,-0.73,1.91,0.07,2.04,0
3.708405017852783,-0.65,2.36,0.22,2.45,0
3.717913866043091,-0.54,2.74,0.58,2.85,0
3.7321419715881348,-0.19,2.95,0.81,3.06,0
3.7376179695129395,0.17,2.98,0.91,3.12,0
3.747053861618042,0.36,3.06,1.09,3.26,0
3.757918119430542,0.5,3.21,1.19,3.45,0
3.767479181289673,0.75,3.31,1.12,3.57,0
3.7821052074432373,0.9,3.35,1.27,3.69,0
3.786752939224243,0.98,3.44,1.69,3.95,0
3.797018051147461,1.06,3.5,1.99,4.16,0
3.8076541423797607,1.24,3.35,2.26,4.22,0
3.816693067550659,1.45,3.04,2.32,4.08,0
3.8316991329193115,1.57,2.86,2.19,3.92,0
3.836561918258667,1.69,2.78,1.91,3.77,0
3.8465850353240967,1.59,2.59,1.54,3.4,0
3.85711407661438,1.38,2.32,1.47,3.07,0
3.8662641048431396,1.11,2.25,1.76,3.06,0
3.8813509941101074,0.92,2.28,2.03,3.18,0
3.8859450817108154,0.82,2.22,2.02,3.11,0
3.8962409496307373,0.74,2.03,1.8,2.81,0
3.907068967819214,0.72,1.67,1.64,2.44,0
3.9165451526641846,0.78,1.16,1.34,1.93,0
3.9309661388397217,0.73,0.71,1.1,1.49,0
3.936239004135132,0.6,0.49,0.79,1.1,0
3.945744037628174,0.53,0.33,0.61,0.87,0
3.956601858139038,0.5,0.15,0.51,0.72,0
3.965543031692505,0.52,-0.01,0.25,0.57,0
3.980032205581665,0.58,-0.1,-0.16,0.6,0
3.9853079319000244,0.65,-0.13,-0.46,0.8,0
3.9953460693359375,0.63,-0.29,-0.74,1.01,0
4.006227016448975,0.57,-0.55,-0.97,1.25,0
4.015074968338013,0.57,-0.84,-0.85,1.32,0
4.029922008514404,0.59,-1.0,-0.79,1.4,0
4.032042980194092,0.69,-1.05,-0.71,1.44,0
4.042556047439575,0.74,-1.17,-0.87,1.63,0
4.053194046020508,0.57,-1.4,-1.1,1.86,0
4.062146902084351,0.36,-1.6,-1.07,1.95,0
4.076596021652222,0.31,-1.71,-0.96,1.98,0
4.082036972045898,0.39,-1.85,-0.91,2.09,0
4.092082977294922,0.49,-1.91,-0.97,2.19,0
4.102972030639648,0.57,-2.0,-0.99,2.3,0
4.11182713508606,0.58,-2.23,-0.86,2.45,0
4.126605033874512,0.71,-2.43,-0.79,2.65,0
4.132068872451782,0.85,-2.5,-0.88,2.78,0
4.141656160354614,0.87,-2.55,-0.81,2.81,0
4.1527321338653564,0.9,-2.57,-0.56,2.78,0
4.1614990234375,1.0,-2.59,-0.36,2.79,0
4.174601078033447,1.17,-2.66,-0.27,2.91,0
4.181241989135742,1.29,-2.82,-0.24,3.11,0
4.191245079040527,1.32,-3.07,-0.12,3.34,0
4.202297925949097,1.31,-3.3,-0.04,3.55,0
4.211016893386841,1.34,-3.39,-0.13,3.64,0
4.2257421016693115,1.31,-3.38,-0.22,3.63,0
4.230898141860962,1.11,-3.22,-0.19,3.41,0
4.241189002990723,0.89,-2.97,-0.15,3.1,0
4.2518298625946045,0.7,-2.81,-0.2,2.9,0
4.261373996734619,0.74,-2.69,-0.27,2.8,0
4.275116205215454,0.8,-2.68,-0.28,2.81,0
4.280529975891113,0.77,-2.85,-0.33,2.97,0
4.290493011474609,0.64,-2.95,-0.31,3.03,0
4.301584959030151,0.44,-2.96,-0.16,2.99,0
4.310415029525757,0.32,-2.93,-0.07,2.94,0
4.323544025421143,0.25,-2.9,0.01,2.91,0
4.330765008926392,0.34,-2.86,0.15,2.88,0
4.3402040004730225,0.73,-2.7,0.3,2.81,0
4.3511998653411865,1.19,-2.46,0.66,2.81,0
4.360059976577759,1.61,-2.4,1.39,3.2,0
4.374567031860352,1.92,-2.37,1.66,3.47,0
4.3803770542144775,2.12,-2.12,1.31,3.27,0
4.389764070510864,2.21,-1.73,1.09,3.01,0
4.400892019271851,1.91,-1.35,1.0,2.54,0
4.410358190536499,1.39,-0.98,0.98,1.96,0
4.42414116859436,0.99,-0.55,0.97,1.49,0
4.429512977600098,0.75,-0.19,1.06,1.31,0
4.439383029937744,0.6,0.07,1.15,1.29,0
4.450515985488892,0.64,0.32,1.08,1.29,0
4.460028886795044,0.87,0.51,1.01,1.42,0
4.4735682010650635,1.06,0.57,1.23,1.72,0
4.479124069213867,1.18,0.58,1.45,1.95,0
4.489006042480469,1.23,0.44,1.49,1.98,0
4.500133991241455,1.07,0.18,1.31,1.7,0
4.509065866470337,0.73,0.04,0.98,1.22,0
4.522075891494751,0.33,0.18,0.93,1.0,0
4.528784990310669,0.12,0.51,1.27,1.37,0
4.538920164108276,-0.08,0.76,1.42,1.61,0
4.549777984619141,-0.38,0.95,1.21,1.58,0
4.558772087097168,-0.48,1.09,1.13,1.64,0
4.573503017425537,-0.33,1.1,1.35,1.77,0
4.5787999629974365,-0.12,1.13,1.71,2.05,0
4.588443994522095,-0.08,1.22,1.65,2.05,0
4.599478006362915,-0.23,1.26,1.18,1.74,0
4.6084349155426025,-0.34,1.37,0.95,1.7,0
4.621989011764526,-0.54,1.44,1.03,1.85,0
4.62939715385437,-0.92,1.52,0.91,1.99,0
4.639424085617065,-1.33,1.66,0.48,2.18,0
4.650536060333252,-1.61,1.9,0.18,2.49,0
4.6593780517578125,-1.65,2.16,0.13,2.72,0
4.672434091567993,-1.65,2.31,0.1,2.84,0
4.679033041000366,-1.86,2.38,0.1,3.02,0
4.6891419887542725,-2.04,2.49,0.06,3.21,0
4.700146913528442,-2.0,2.51,0.26,3.21,0
4.709004163742065,-1.71,2.43,0.58,3.02,0
4.722296953201294,-1.33,2.3,0.44,2.69,0
4.728799104690552,-0.93,2.25,0.02,2.43,0
4.7389960289001465,-0.61,2.35,-0.31,2.44,0
4.749780893325806,-0.49,2.39,-0.4,2.47,0
4.7587339878082275,-0.31,2.38,-0.51,2.45,0
4.771951913833618,-0.37,2.44,-0.64,2.54,0
4.778581857681274,-0.71,2.55,-0.72,2.74,0
4.788433074951172,-1.08,2.68,-0.67,2.96,0
4.799544095993042,-1.32,2.67,-0.49,3.01,0
4.808398962020874,-1.44,2.48,-0.3,2.88,0
4.821686029434204,-1.38,2.27,-0.23,2.66,0
4.82808518409729,-1.25,2.14,-0.06,2.47,0
4.838116884231567,-1.24,2.0,0.2,2.36,0
4.849261045455933,-1.16,1.92,0.44,2.28,0
4.857861042022705,-1.07,1.94,0.25,2.22,0
4.87142014503479,-1.12,1.95,-0.32,2.27,0
4.8777689933776855,-1.25,1.91,-0.69,2.38,0
4.887963056564331,-1.42,1.87,-0.74,2.46,0
4.898803949356079,-1.71,1.85,-0.67,2.6,0
4.907738924026489,-2.01,1.8,-0.47,2.73,0
4.921041011810303,-2.24,1.68,-0.11,2.8,0
4.927562952041626,-2.18,1.41,0.38,2.62,0
4.9376280307769775,-1.67,1.14,0.87,2.2,0
4.948406934738159,-1.04,0.92,1.08,1.75,0
